43.06272728,12.55098015,256,222,1,20516,204852029,-105,LTE,LTE,6300,36
43.06250002,12.55086831,258,222,1,20516,204852029,-100,LTE,LTE,6300,36
43.06213813,12.55033861,254,222,1,20516,204852029,-96,LTE,LTE,6300,36
43.06235257,12.54940845,257,222,1,20516,204852029,-96,LTE,LTE,6300,36
43.0623812,12.54930759,257,222,1,20516,53431071,-113,LTE,LTE,275,489
43.06255949,12.54844348,255,222,1,20516,53431071,-113,LTE,LTE,275,489
43.06262404,12.54823828,241,222,1,20516,204852009,-94,LTE,LTE,1350,397
43.06255949,12.54844348,255,222,1,20516,53431071,-113,LTE,LTE,275,489
43.06262404,12.54823828,241,222,1,20516,204852009,-94,LTE,LTE,1350,397
43.06278191,12.54739052,243,222,1,20516,204852009,-86,LTE,LTE,1350,397
43.06202893,12.54696855,244,222,1,20516,204852009,-99,LTE,LTE,1350,397
43.06121618,12.54622818,243,222,1,20516,204852009,-83,LTE,LTE,1350,397
43.06045967,12.54571379,244,222,1,20516,204852009,-82,LTE,LTE,1350,397
43.05968969,12.54557627,245,222,1,20516,204852009,-82,LTE,LTE,1350,397
43.05951261,12.54549441,247,222,1,20516,204852011,-87,LTE,LTE,1350,398
43.05951261,12.54549441,247,222,1,20516,204852011,-87,LTE,LTE,1350,398
43.05863435,12.54507985,244,222,1,20516,204852011,-87,LTE,LTE,1350,398
43.05789868,12.54450448,244,222,1,20516,204852011,-91,LTE,LTE,1350,398
43.05708315,12.5440619,246,222,1,20516,204852011,-91,LTE,LTE,1350,398
43.05708315,12.5440619,246,222,1,20516,204852010,-105,LTE,LTE,1350,396
43.05620916,12.54370707,243,222,1,20516,204852010,-87,LTE,LTE,1350,396
43.0552177,12.54356075,243,222,1,20516,204852010,-99,LTE,LTE,1350,396
43.0552177,12.54356075,243,222,1,20516,204852010,-99,LTE,LTE,1350,396
43.05421636,12.54348207,242,222,1,20516,204852010,-97,LTE,LTE,1350,396
43.0533071,12.5433759,241,222,1,20516,204852010,-97,LTE,LTE,1350,396
43.05258781,12.54404421,241,222,1,20516,204852010,-100,LTE,LTE,1350,396
43.0519726,12.54491525,242,222,1,20516,204852010,-107,LTE,LTE,1350,396
43.05099643,12.54491273,240,222,1,20516,204852010,-104,LTE,LTE,1350,396
43.05099643,12.54491273,240,222,1,20516,204852010,-104,LTE,LTE,1350,396
43.05010842,12.54447189,239,222,1,20516,204852010,-103,LTE,LTE,1350,396
43.04924974,12.54428311,240,222,1,20516,204852010,-96,LTE,LTE,1350,396
43.04924974,12.54428311,240,222,1,20516,204852010,-96,LTE,LTE,1350,396
43.04832355,12.54475713,241,222,1,20516,204852010,-108,LTE,LTE,1350,396
43.04746512,12.54520312,241,222,1,20516,204852010,-103,LTE,LTE,1350,396
43.04746512,12.54520312,241,222,1,20516,204852010,-103,LTE,LTE,1350,396
43.04677882,12.54468761,242,222,1,20516,204852010,-94,LTE,LTE,1350,396
43.04634844,12.54359751,242,222,1,20516,53431083,-98,LTE,LTE,1350,290
43.046392,12.54371492,239,222,1,20516,204852010,-94,LTE,LTE,1350,396
43.04590602,12.54246878,239,222,1,20516,53431083,-98,LTE,LTE,1350,290
43.04586534,12.54237203,242,222,1,20516,205194538,-103,LTE,LTE,1350,229
43.04544343,12.54125905,241,222,1,20516,53431083,-96,LTE,LTE,1350,290
43.04548703,12.54136682,241,222,1,20516,205194538,-103,LTE,LTE,1350,229
43.04544343,12.54125905,241,222,1,20516,53431083,-96,LTE,LTE,1350,290
43.04497413,12.54001581,237,222,1,20516,53431083,-108,LTE,LTE,1350,290
43.04451054,12.53879941,237,222,1,20516,53431083,-107,LTE,LTE,1350,290
43.04406555,12.53766779,239,222,1,20516,53431083,-107,LTE,LTE,1350,290
