43.06281915,12.5510387,239,222,1,20516,204852009,-107,LTE,LTE,1350,397
43.06281915,12.5510387,239,222,1,20516,204852009,-107,LTE,LTE,1350,397
43.06278326,12.55103851,250,222,1,20516,204852009,-105,LTE,LTE,1350,397
43.06266022,12.55103673,254,222,1,20516,204852009,-96,LTE,LTE,1350,397
43.06212763,12.55076268,251,222,1,20516,204852009,-95,LTE,LTE,1350,397
43.06212919,12.55016201,253,222,1,20516,204852009,-89,LTE,LTE,1350,397
43.06246034,12.54883166,253,222,1,20516,204852009,-86,LTE,LTE,1350,397
43.06246034,12.54883166,253,222,1,20516,204852009,-86,LTE,LTE,1350,397
43.06274101,12.54775463,251,222,1,20516,204852009,-82,LTE,LTE,1350,397
43.06245495,12.54735307,245,222,1,20516,204852009,-79,LTE,LTE,1350,397
43.06152705,12.54656823,244,222,1,20516,204852009,-79,LTE,LTE,1350,397
43.06042472,12.54572536,250,222,1,20516,204852029,-69,LTE,LTE,6300,36
43.06042472,12.54572536,250,222,1,20516,204852029,-69,LTE,LTE,6300,36
43.05939986,12.54546963,251,222,1,20516,204852029,-68,LTE,LTE,6300,36
43.05893254,12.5464248,247,222,1,20516,204852009,-90,LTE,LTE,1350,397
43.05893254,12.5464248,247,222,1,20516,204852009,-90,LTE,LTE,1350,397
43.05849338,12.54726987,245,222,1,20516,204852009,-87,LTE,LTE,1350,397
43.05810287,12.54800098,246,222,1,20516,204852009,-88,LTE,LTE,1350,397
43.05810287,12.54800098,246,222,1,20516,204852009,-88,LTE,LTE,1350,397
43.05790987,12.54850078,245,222,1,20516,204852009,-91,LTE,LTE,1350,397
43.05792413,12.54848879,242,222,1,20516,204852009,-90,LTE,LTE,1350,397
43.05792037,12.5484876,239,222,1,20516,204852009,-89,LTE,LTE,1350,397
43.05792037,12.5484876,239,222,1,20516,204852009,-89,LTE,LTE,1350,397
43.05792039,12.54848766,243,222,1,20516,204852009,-101,LTE,LTE,1350,397
43.05791345,12.54848593,255,222,1,20516,204852009,-99,LTE,LTE,1350,397
43.05790665,12.54848548,256,222,1,20516,204852009,-100,LTE,LTE,1350,397
43.05790665,12.54848548,256,222,1,20516,204852009,-100,LTE,LTE,1350,397
43.05790662,12.54848539,255,222,1,20516,204852009,-102,LTE,LTE,1350,397
43.05790662,12.54848539,255,222,1,20516,204852009,-102,LTE,LTE,1350,397
43.05790567,12.54848594,256,222,1,20516,204852009,-100,LTE,LTE,1350,397
43.05790566,12.5484859,255,222,1,20516,204852009,-101,LTE,LTE,1350,397
43.05790566,12.5484859,255,222,1,20516,204852009,-99,LTE,LTE,1350,397
43.05790566,12.5484859,255,222,1,20516,204852009,-99,LTE,LTE,1350,397
