lat,lon,mcc,mnc,sid,lac,tac,nid,cellid,bid,psc,pci,signal,ta,measured_at,rating,speed,direction,act,devn
43.06324882,12.55104787,222,1,,,20301,,204852009,,,397,17,,"2025-03-23 11:05:14.352Z",23,1,185,LTE,"Xiaomi Redmi Note 7"
43.06320068,12.55122017,222,1,,25306,,,35362,,,,9,,"2025-03-23 11:06:09.367Z",31,0,351,GSM,"Xiaomi Redmi Note 7"
43.06320068,12.55122017,222,1,,25306,,,340,,,,8,,"2025-03-23 11:06:09.367Z",31,0,351,GSM,"Xiaomi Redmi Note 7"
43.06320068,12.55122017,222,1,,25306,,,36649,,,,8,,"2025-03-23 11:06:09.367Z",31,0,351,GSM,"Xiaomi Redmi Note 7"
43.06320068,12.55122017,222,1,,,20301,,204852029,,,36,15,6,"2025-03-23 11:06:19.406Z",31,0,351,LTE,"Xiaomi Redmi Note 7"
43.06271292,12.55090298,222,1,,,20301,,204852029,,,36,15,6,"2025-03-23 11:06:22.332Z",18,1,193,LTE,"Xiaomi Redmi Note 7"
43.06274790,12.55090734,222,1,,,20301,,204852009,,,397,13,5,"2025-03-23 11:06:39.427Z",20,0,0,LTE,"Xiaomi Redmi Note 7"
43.06272450,12.55087468,222,1,,,20301,,204852029,,,36,15,,"2025-03-23 11:07:19.425Z",30,0,0,LTE,"Xiaomi Redmi Note 7"
43.06272491,12.55085609,222,1,,,20301,,204852009,,,397,16,6,"2025-03-23 11:07:39.372Z",33,1,165,LTE,"Xiaomi Redmi Note 7"
43.06268964,12.55092000,222,1,,,20301,,204852029,,,36,13,,"2025-03-23 11:07:49.408Z",34,1,115,LTE,"Xiaomi Redmi Note 7"
43.06265760,12.55096609,222,1,,,20301,,53431071,,,489,14,9,"2025-03-23 11:07:59.424Z",34,0,0,LTE,"Xiaomi Redmi Note 7"
43.06274374,12.55091175,222,1,,,20301,,204852009,,,397,18,5,"2025-03-23 11:08:19.425Z",5,0,0,LTE,"Xiaomi Redmi Note 7"
43.06232272,12.55081450,222,1,,,20301,,204852009,,,397,18,5,"2025-03-23 11:08:33.331Z",4,4,221,LTE,"Xiaomi Redmi Note 7"
43.06215273,12.55029285,222,1,,,20301,,204852009,,,397,18,5,"2025-03-23 11:08:39.327Z",5,6,289,LTE,"Xiaomi Redmi Note 7"
43.06224527,12.54971763,222,1,,,20301,,204852009,,,397,24,,"2025-03-23 11:08:45.311Z",3,8,289,LTE,"Xiaomi Redmi Note 7"
43.06239868,12.54908456,222,1,,,20301,,204852009,,,397,24,,"2025-03-23 11:08:51.330Z",3,9,287,LTE,"Xiaomi Redmi Note 7"
43.06252297,12.54854825,222,1,,,20301,,204852009,,,397,24,,"2025-03-23 11:08:56.322Z",3,9,288,LTE,"Xiaomi Redmi Note 7"
43.06264776,12.54795133,222,1,,,20301,,204852009,,,397,28,,"2025-03-23 11:09:02.308Z",10,9,292,LTE,"Xiaomi Redmi Note 7"
43.06272133,12.54734830,222,1,,,20301,,204852009,,,397,28,,"2025-03-23 11:09:08.293Z",10,8,223,LTE,"Xiaomi Redmi Note 7"
43.06225426,12.54729758,222,1,,,20301,,204852009,,,397,28,,"2025-03-23 11:09:14.309Z",10,11,213,LTE,"Xiaomi Redmi Note 7"
43.06189637,12.54695565,222,1,,,20301,,204852009,,,397,28,,"2025-03-23 11:09:18.299Z",10,12,212,LTE,"Xiaomi Redmi Note 7"
43.06149357,12.54656744,222,1,,,20301,,204852009,,,397,28,,"2025-03-23 11:09:23.344Z",10,10,211,LTE,"Xiaomi Redmi Note 7"
43.06110642,12.54620132,222,1,,,20301,,204852009,,,397,28,,"2025-03-23 11:09:29.302Z",10,9,215,LTE,"Xiaomi Redmi Note 7"
43.06070227,12.54585828,222,1,,,20301,,204852009,,,397,30,3,"2025-03-23 11:09:35.356Z",10,9,206,LTE,"Xiaomi Redmi Note 7"
43.06030781,12.54570290,222,1,,,20301,,204852009,,,397,31,2,"2025-03-23 11:09:40.328Z",10,9,192,LTE,"Xiaomi Redmi Note 7"
43.05984987,12.54568459,222,1,,,20301,,204852009,,,397,31,2,"2025-03-23 11:09:45.315Z",10,10,185,LTE,"Xiaomi Redmi Note 7"
43.05942812,12.54549827,222,1,,,20301,,204852009,,,397,31,2,"2025-03-23 11:09:50.316Z",10,10,189,LTE,"Xiaomi Redmi Note 7"
43.05899835,12.54547927,222,1,,,20301,,204852009,,,397,31,2,"2025-03-23 11:09:55.326Z",10,9,208,LTE,"Xiaomi Redmi Note 7"
43.05878161,12.54526202,222,1,,,20301,,204852011,,,398,31,0,"2025-03-23 11:09:59.458Z",10,9,216,LTE,"Xiaomi Redmi Note 7"
43.05870054,12.54520809,222,1,,,20301,,204852011,,,398,31,0,"2025-03-23 11:09:59.474Z",10,9,214,LTE,"Xiaomi Redmi Note 7"
43.05830589,12.54485557,222,1,,,20301,,204852011,,,398,31,0,"2025-03-23 11:10:05.333Z",10,9,211,LTE,"Xiaomi Redmi Note 7"
43.05793293,12.54456245,222,1,,,20301,,204852011,,,398,31,0,"2025-03-23 11:10:10.320Z",10,9,207,LTE,"Xiaomi Redmi Note 7"
43.05753139,12.54435126,222,1,,,20301,,204852011,,,398,31,1,"2025-03-23 11:10:15.320Z",10,9,201,LTE,"Xiaomi Redmi Note 7"
43.05706377,12.54413068,222,1,,,20301,,204852011,,,398,31,1,"2025-03-23 11:10:21.322Z",10,10,196,LTE,"Xiaomi Redmi Note 7"
43.05666251,12.54398013,222,1,,,20301,,204852011,,,398,31,1,"2025-03-23 11:10:26.309Z",10,10,198,LTE,"Xiaomi Redmi Note 7"
43.05625328,12.54380667,222,1,,,20301,,204852011,,,398,28,2,"2025-03-23 11:10:31.329Z",10,9,196,LTE,"Xiaomi Redmi Note 7"
43.05584909,12.54367218,222,1,,,20301,,204852011,,,398,28,2,"2025-03-23 11:10:36.312Z",10,9,189,LTE,"Xiaomi Redmi Note 7"
43.05543715,12.54360729,222,1,,,20301,,204852011,,,398,28,2,"2025-03-23 11:10:41.313Z",10,10,184,LTE,"Xiaomi Redmi Note 7"
43.05501716,12.54358190,222,1,,,20301,,204852011,,,398,28,2,"2025-03-23 11:10:46.335Z",10,10,183,LTE,"Xiaomi Redmi Note 7"
43.05475456,12.54355186,222,1,,,20301,,204852010,,,396,27,3,"2025-03-23 11:10:49.803Z",10,10,187,LTE,"Xiaomi Redmi Note 7"
43.05432191,12.54352636,222,1,,,20301,,204852010,,,396,27,3,"2025-03-23 11:10:54.323Z",10,10,185,LTE,"Xiaomi Redmi Note 7"
43.05387168,12.54348693,222,1,,,20301,,204852010,,,396,27,3,"2025-03-23 11:10:59.316Z",4,10,185,LTE,"Xiaomi Redmi Note 7"
43.05342186,12.54342981,222,1,,,20301,,204852010,,,396,27,3,"2025-03-23 11:11:04.312Z",4,10,184,LTE,"Xiaomi Redmi Note 7"
43.05297740,12.54350683,222,1,,,20301,,204852010,,,396,27,3,"2025-03-23 11:11:09.307Z",3,10,154,LTE,"Xiaomi Redmi Note 7"
43.05267666,12.54392096,222,1,,,20301,,204852010,,,396,25,,"2025-03-23 11:11:14.318Z",4,10,135,LTE,"Xiaomi Redmi Note 7"
43.05239194,12.54437499,222,1,,,20301,,204852010,,,396,25,,"2025-03-23 11:11:19.352Z",4,10,134,LTE,"Xiaomi Redmi Note 7"
43.05209491,12.54481026,222,1,,,20301,,204852010,,,396,24,,"2025-03-23 11:11:24.312Z",4,10,133,LTE,"Xiaomi Redmi Note 7"
43.05172703,12.54515188,222,1,,,20301,,204852010,,,396,24,,"2025-03-23 11:11:29.337Z",4,10,161,LTE,"Xiaomi Redmi Note 7"
43.05128140,12.54511720,222,1,,,20301,,204852010,,,396,25,,"2025-03-23 11:11:34.316Z",5,10,196,LTE,"Xiaomi Redmi Note 7"
43.05084270,12.54490339,222,1,,,20301,,204852010,,,396,25,,"2025-03-23 11:11:39.325Z",5,10,199,LTE,"Xiaomi Redmi Note 7"
