lat,lon,mcc,mnc,sid,lac,tac,nid,cellid,bid,psc,pci,signal,ta,measured_at,rating,speed,direction,act,devn
43.06279710,12.55095096,222,1,,,20301,,204852029,,,36,15,,"2025-04-05 09:14:18.547Z",18,0,0,LTE,"Xiaomi Redmi Note 7"
43.06275820,12.55111217,222,1,,,20301,,204852009,,,397,23,,"2025-04-05 09:15:06.414Z",30,0,0,LTE,"Xiaomi Redmi Note 7"
43.06233702,12.55088088,222,1,,,20301,,204852009,,,397,23,,"2025-04-05 09:15:16.401Z",11,1,242,LTE,"Xiaomi Redmi Note 7"
43.06227762,12.54962485,222,1,,,20301,,204852009,,,397,27,4,"2025-04-05 09:15:28.415Z",12,9,286,LTE,"Xiaomi Redmi Note 7"
43.06240385,12.54906809,222,1,,,20301,,204852009,,,397,27,4,"2025-04-05 09:15:33.408Z",11,0,0,LTE,"Xiaomi Redmi Note 7"
43.06255736,12.54854582,222,1,,,20301,,204852009,,,397,27,4,"2025-04-05 09:15:38.397Z",10,9,293,LTE,"Xiaomi Redmi Note 7"
43.06269947,12.54800921,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:15:45.396Z",11,5,290,LTE,"Xiaomi Redmi Note 7"
43.06276596,12.54739803,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:15:54.416Z",9,7,251,LTE,"Xiaomi Redmi Note 7"
43.06231733,12.54713883,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:16:01.422Z",12,11,217,LTE,"Xiaomi Redmi Note 7"
43.06197933,12.54679323,222,1,,,20301,,204852009,,,397,25,,"2025-04-05 09:16:05.414Z",18,12,217,LTE,"Xiaomi Redmi Note 7"
43.06153854,12.54642667,222,1,,,20301,,204852009,,,397,25,,"2025-04-05 09:16:10.413Z",14,10,210,LTE,"Xiaomi Redmi Note 7"
43.06113466,12.54605682,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:16:17.415Z",13,8,219,LTE,"Xiaomi Redmi Note 7"
43.06066262,12.54584213,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:16:22.406Z",13,8,198,LTE,"Xiaomi Redmi Note 7"
43.06026050,12.54571680,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:16:27.402Z",13,9,188,LTE,"Xiaomi Redmi Note 7"
43.05982974,12.54565254,222,1,,,20301,,204852009,,,397,31,,"2025-04-05 09:16:32.416Z",13,9,188,LTE,"Xiaomi Redmi Note 7"
43.05937442,12.54552366,222,1,,,20301,,204852009,,,397,31,2,"2025-04-05 09:16:38.394Z",12,10,177,LTE,"Xiaomi Redmi Note 7"
43.05897563,12.54526662,222,1,,,20301,,204852009,,,397,31,2,"2025-04-05 09:16:44.412Z",12,10,215,LTE,"Xiaomi Redmi Note 7"
43.05858764,12.54495470,222,1,,,20301,,204852009,,,397,31,2,"2025-04-05 09:16:49.405Z",12,9,212,LTE,"Xiaomi Redmi Note 7"
43.05826689,12.54475044,222,1,,,20301,,204852011,,,398,31,,"2025-04-05 09:16:53.980Z",12,9,209,LTE,"Xiaomi Redmi Note 7"
43.05784962,12.54448171,222,1,,,20301,,204852011,,,398,31,,"2025-04-05 09:16:58.406Z",12,10,206,LTE,"Xiaomi Redmi Note 7"
43.05739045,12.54426745,222,1,,,20301,,204852011,,,398,31,,"2025-04-05 09:17:04.427Z",14,9,202,LTE,"Xiaomi Redmi Note 7"
43.05694242,12.54406597,222,1,,,20301,,204852011,,,398,31,,"2025-04-05 09:17:09.403Z",14,9,198,LTE,"Xiaomi Redmi Note 7"
43.05656770,12.54397602,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:17:13.954Z",12,10,197,LTE,"Xiaomi Redmi Note 7"
43.05616073,12.54380489,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:17:18.412Z",12,9,196,LTE,"Xiaomi Redmi Note 7"
43.05574859,12.54368351,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:17:23.399Z",13,10,191,LTE,"Xiaomi Redmi Note 7"
43.05530191,12.54360075,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:17:30.402Z",13,10,185,LTE,"Xiaomi Redmi Note 7"
43.05485308,12.54359538,222,1,,,20301,,204852010,,,396,27,3,"2025-04-05 09:17:35.404Z",14,10,188,LTE,"Xiaomi Redmi Note 7"
43.05441740,12.54357103,222,1,,,20301,,204852010,,,396,27,3,"2025-04-05 09:17:40.389Z",13,9,186,LTE,"Xiaomi Redmi Note 7"
43.05400805,12.54347540,222,1,,,20301,,204852010,,,396,27,3,"2025-04-05 09:17:45.695Z",14,9,184,LTE,"Xiaomi Redmi Note 7"
43.05298870,12.54375779,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:17:57.448Z",14,10,135,LTE,"Xiaomi Redmi Note 7"
43.05270516,12.54421846,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:18:02.389Z",14,9,137,LTE,"Xiaomi Redmi Note 7"
43.05233945,12.54459640,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:18:06.393Z",13,11,134,LTE,"Xiaomi Redmi Note 7"
43.05199482,12.54504298,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:18:11.407Z",14,10,137,LTE,"Xiaomi Redmi Note 7"
43.05156150,12.54519694,222,1,,,20301,,204852010,,,396,28,,"2025-04-05 09:18:16.389Z",14,10,173,LTE,"Xiaomi Redmi Note 7"
43.05113532,12.54508446,222,1,,,20301,,204852010,,,396,23,,"2025-04-05 09:18:21.391Z",15,9,198,LTE,"Xiaomi Redmi Note 7"
43.05077675,12.54481216,222,1,,,20301,,204852010,,,396,23,,"2025-04-05 09:18:26.398Z",16,10,204,LTE,"Xiaomi Redmi Note 7"
43.05036445,12.54452341,222,1,,,20301,,204852010,,,396,25,,"2025-04-05 09:18:31.406Z",14,10,203,LTE,"Xiaomi Redmi Note 7"
43.04991743,12.54433644,222,1,,,20301,,204852010,,,396,25,,"2025-04-05 09:18:36.390Z",13,9,201,LTE,"Xiaomi Redmi Note 7"
43.04950722,12.54424868,222,1,,,20301,,204852010,,,396,25,,"2025-04-05 09:18:40.397Z",13,10,189,LTE,"Xiaomi Redmi Note 7"
43.04904553,12.54435859,222,1,,,20301,,204852010,,,396,25,,"2025-04-05 09:18:45.433Z",13,10,164,LTE,"Xiaomi Redmi Note 7"
43.04863960,12.54454028,222,1,,,20301,,204852010,,,396,27,,"2025-04-05 09:18:50.410Z",12,10,161,LTE,"Xiaomi Redmi Note 7"
43.04820853,12.54479211,222,1,,,20301,,204852010,,,396,27,,"2025-04-05 09:18:55.400Z",13,9,161,LTE,"Xiaomi Redmi Note 7"
43.04774652,12.54500914,222,1,,,20301,,204852010,,,396,25,7,"2025-04-05 09:19:01.417Z",14,10,159,LTE,"Xiaomi Redmi Note 7"
43.04734861,12.54528583,222,1,,,20301,,204852010,,,396,25,7,"2025-04-05 09:19:06.391Z",13,10,158,LTE,"Xiaomi Redmi Note 7"
43.04695722,12.54501457,222,1,,,20301,,204852010,,,396,25,7,"2025-04-05 09:19:12.405Z",12,10,229,LTE,"Xiaomi Redmi Note 7"
43.04674520,12.54447089,222,1,,,20301,,204852010,,,396,25,7,"2025-04-05 09:19:17.390Z",12,10,245,LTE,"Xiaomi Redmi Note 7"
43.04654504,12.54392214,222,1,,,20301,,204852010,,,396,26,,"2025-04-05 09:19:22.410Z",12,10,243,LTE,"Xiaomi Redmi Note 7"
43.04635453,12.54340085,222,1,,,20301,,204852010,,,396,26,,"2025-04-05 09:19:27.405Z",12,9,238,LTE,"Xiaomi Redmi Note 7"
43.04635453,12.54340085,222,1,,,20301,,204852010,,,396,26,,"2025-04-05 09:19:27.434Z",12,9,238,LTE,"Xiaomi Redmi Note 7"
43.04616344,12.54280514,222,1,,,20301,,204852010,,,396,26,,"2025-04-05 09:19:33.410Z",13,9,246,LTE,"Xiaomi Redmi Note 7"
43.04595938,12.54243401,222,1,,,20301,,205091884,,,58,25,17,"2025-04-05 09:19:38.383Z",13,10,238,LTE,"Xiaomi Redmi Note 7"
43.04577523,12.54191785,222,1,,,20301,,205091884,,,58,25,17,"2025-04-05 09:19:42.449Z",13,10,243,LTE,"Xiaomi Redmi Note 7"
43.04557619,12.54139460,222,1,,,20301,,205091884,,,58,25,17,"2025-04-05 09:19:47.453Z",13,10,243,LTE,"Xiaomi Redmi Note 7"
43.04554118,12.54127849,222,1,,,20301,,53431073,,,10,29,,"2025-04-05 09:19:49.330Z",13,10,243,LTE,"Xiaomi Redmi Note 7"
43.04550910,12.54116811,222,1,,,20301,,53431073,,,10,29,,"2025-04-05 09:19:49.393Z",13,10,242,LTE,"Xiaomi Redmi Note 7"
43.04532022,12.54064780,222,1,,,20301,,53431073,,,10,29,,"2025-04-05 09:19:54.399Z",12,9,246,LTE,"Xiaomi Redmi Note 7"
43.04511659,12.54012724,222,1,,,20301,,53431073,,,10,22,11,"2025-04-05 09:19:59.411Z",12,10,244,LTE,"Xiaomi Redmi Note 7"
43.04490561,12.53959727,222,1,,,20301,,53431073,,,10,22,11,"2025-04-05 09:20:04.404Z",12,10,240,LTE,"Xiaomi Redmi Note 7"
43.04471899,12.53916859,222,1,,,20301,,205091874,,,101,21,19,"2025-04-05 09:20:09.175Z",12,10,242,LTE,"Xiaomi Redmi Note 7"
43.04446988,12.53864671,222,1,,,20301,,205091874,,,101,21,19,"2025-04-05 09:20:13.414Z",12,9,246,LTE,"Xiaomi Redmi Note 7"
43.04421803,12.53811015,222,1,,,20301,,205091874,,,101,21,19,"2025-04-05 09:20:18.433Z",12,10,245,LTE,"Xiaomi Redmi Note 7"
43.04421803,12.53811015,222,1,,,20301,,53431073,,,10,23,13,"2025-04-05 09:20:19.181Z",12,10,245,LTE,"Xiaomi Redmi Note 7"
43.04401657,12.53756214,222,1,,,20301,,53431073,,,10,23,13,"2025-04-05 09:20:23.401Z",12,10,241,LTE,"Xiaomi Redmi Note 7"
43.04378628,12.53704858,222,1,,,20301,,53431073,,,10,23,13,"2025-04-05 09:20:28.397Z",11,10,241,LTE,"Xiaomi Redmi Note 7"
43.04353412,12.53651070,222,1,,,20301,,53431073,,,10,22,13,"2025-04-05 09:20:33.405Z",12,10,241,LTE,"Xiaomi Redmi Note 7"
43.04334739,12.53600597,222,1,,,20301,,53431073,,,10,22,13,"2025-04-05 09:20:38.400Z",12,9,244,LTE,"Xiaomi Redmi Note 7"
