mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,10,33020,14860340,58048,52,253,26,-61,4,43.29331205,12.34914616,3.79,0,0,284.46,"2025-03-22T15:32:11.008Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-85,-6,-61,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,29,-55,4,43.29357782,12.34869386,3.79,9.96,307.9,288.66,"2025-03-22T15:32:40.008Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-83,-6,-55,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,29,-55,4,43.29391897,12.34816858,3.79,13.43,310.9,288.27,"2025-03-22T15:32:45.024Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-83,-6,-55,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,29,-55,4,43.29426493,12.34761689,3.79,14.82,311.4,288.63,"2025-03-22T15:32:49.002Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-83,-6,-55,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,23,-67,3,43.29454937,12.34716338,3.79,16.6,310.8,288.57,"2025-03-22T15:32:52.003Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-92,-6,-67,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,23,-67,3,43.29484942,12.34666730,3.79,17.89,308.7,288.08,"2025-03-22T15:32:54.997Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-92,-6,-67,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,23,-67,3,43.29515698,12.34616452,3.79,18.26,308.8,288.16,"2025-03-22T15:32:58.018Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-92,-6,-67,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,30,-53,2,43.29547776,12.34562849,3.79,19.25,309.3,288.2,"2025-03-22T15:33:01.005Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-81,-8,-53,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,30,-53,2,43.29581581,12.34507328,3.79,19.98,310,288.06,"2025-03-22T15:33:04.012Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-81,-8,-53,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,30,-53,2,43.29616510,12.34449973,3.79,20.55,310.1,287.92,"2025-03-22T15:33:07.010Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-81,-8,-53,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,30,-53,2,43.29652086,12.34392634,3.79,20.38,309.8,287.87,"2025-03-22T15:33:10.001Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-81,-8,-53,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,31,-51,0,43.29687493,12.34333958,3.79,20.64,310.1,288.26,"2025-03-22T15:33:13.006Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-76,-6,-51,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,31,-51,0,43.29723113,12.34275512,3.79,20.75,309.9,288.84,"2025-03-22T15:33:16.016Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-76,-6,-51,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,31,-51,0,43.29759476,12.34216685,3.79,20.88,310,288.79,"2025-03-22T15:33:19.002Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-76,-6,-51,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,31,-51,0,43.29795691,12.34157550,3.79,21.05,309.6,289.07,"2025-03-22T15:33:22.013Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-76,-6,-51,27,,,,,,,,,,,,,,,3025
222,10,33020,14860340,58048,52,253,31,-51,0,43.29832129,12.34097700,3.79,21.02,309.8,289.54,"2025-03-22T15:33:25.013Z",LTE,false,"2025-03-22T14:39:03.567Z","OnePlus AC2003",-76,-6,-51,27,,,,,,,,,,,,,,,3025
