mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,1,20301,204852009,800203,41,397,22,-69,5,43.06291849,12.55115151,6.43,0,0,241.22,"2025-04-04T15:45:10.889Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-105,-15,-69,,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,24,-65,,43.06248422,12.55097426,3.22,7.51,204.1,242.63,"2025-04-04T15:45:32.873Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-99,-12,-65,,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,24,-65,,43.06210478,12.55073660,3.22,4.73,206.7,242.26,"2025-04-04T15:45:39.883Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-99,-12,-65,,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,27,-59,4,43.06212218,12.55015953,3.22,8.96,292.4,242.15,"2025-04-04T15:45:54.874Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-90,-13,-59,8,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,27,-59,4,43.06227353,12.54959668,3.22,9.32,288.3,241.6,"2025-04-04T15:45:59.858Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-90,-13,-59,8,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,,43.06241117,12.54898995,5.36,8.54,288.7,241.94,"2025-04-04T15:46:05.882Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-78,-12,-51,14,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,4,43.06254926,12.54839664,9.65,8.17,289.3,240.8,"2025-04-04T15:46:11.874Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-86,-12,-51,17,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,4,43.06271339,12.54782203,9.65,5.71,302.9,240.64,"2025-04-04T15:46:19.870Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-86,-12,-51,17,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,30,-53,,43.06267293,12.54725839,9.65,7.19,195.4,242.42,"2025-04-04T15:46:27.863Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-86,-12,-53,25,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,4,43.06217593,12.54714350,9.65,11.35,216.3,240.29,"2025-04-04T15:46:34.878Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-85,-13,-51,6,,,,,,,,,,,,,,,1350
