mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,10,33020,14860319,58048,31,140,22,-69,4,43.30254014,12.34014189,18.7,0,0,306.15,"2025-03-22T14:28:55.641Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-101,-11,-69,12,,,,,,,,,,,,,,,1850
222,10,33020,14860329,58048,41,438,16,-81,,43.30243395,12.33999305,5.5,0,0,300.88,"2025-03-22T14:29:24.300Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-110,-9,-81,,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,14,-85,,43.30265220,12.33950930,3.79,8.55,307,297.76,"2025-03-22T14:29:46.987Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-113,-10,-85,12,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,14,-85,,43.30290998,12.33902640,3.79,10.01,304.1,297.52,"2025-03-22T14:29:51.999Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-113,-10,-85,12,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,14,-85,,43.30315844,12.33855961,3.79,3.66,304.7,295.83,"2025-03-22T14:29:57.982Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-113,-10,-85,12,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,16,-81,4,43.30355121,12.33891323,9.94,9.67,42.5,297.33,"2025-03-22T14:30:10.000Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-111,-10,-81,12,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,16,-81,4,43.30388387,12.33932493,9.94,4.45,41.9,298.39,"2025-03-22T14:30:16.005Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-111,-10,-81,12,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,14,-85,5,43.30397923,12.33988569,9.94,6.54,126.9,299.31,"2025-03-22T14:30:29.999Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-119,-14,-85,12,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,18,-77,,43.30375537,12.34038944,3.79,9.63,116.2,299.93,"2025-03-22T14:30:35.988Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-111,-13,-77,,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,18,-77,,43.30345001,12.34090862,3.79,8.71,125.5,299.04,"2025-03-22T14:30:41.978Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-111,-13,-77,,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,16,-81,5,43.30316210,12.34146239,3.79,9.63,126.4,297.9,"2025-03-22T14:30:47.981Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-113,-12,-81,,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,16,-81,5,43.30290049,12.34194900,3.79,8.69,127.4,296.7,"2025-03-22T14:30:52.985Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-113,-12,-81,,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,18,-77,4,43.30263934,12.34248942,3.79,10.83,124.2,298.55,"2025-03-22T14:30:59.004Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-110,-11,-77,3,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,18,-77,4,43.30237441,12.34298554,3.79,6.43,126.7,299.34,"2025-03-22T14:31:03.996Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-110,-11,-77,3,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,20,-73,4,43.30194588,12.34275902,3.79,7.54,215,295.5,"2025-03-22T14:31:19.008Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-102,-8,-73,3,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,20,-73,4,43.30157743,12.34238819,3.79,9.2,214.3,295.21,"2025-03-22T14:31:24.996Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-102,-8,-73,3,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,20,-73,4,43.30122746,12.34205989,3.79,8.81,214.6,295.32,"2025-03-22T14:31:29.997Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-102,-8,-73,3,,,,,,,,,,,,,,,525
222,10,33020,14860329,58048,41,438,23,-67,4,43.30080714,12.34214648,3.79,3.17,123.9,293.39,"2025-03-22T14:31:45.007Z",LTE,false,"2025-03-20T15:45:44.199Z","OnePlus AC2003",-97,-9,-67,3,,,,,,,,,,,,,,,525
222,10,33020,14860339,58048,51,252,26,-61,,43.30087138,12.34241197,38.92,0,0,297.63,"2025-03-22T14:33:15.011Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-93,-10,-61,,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,16,-81,3,43.30051267,12.34273274,3.79,6.28,124.5,296.54,"2025-03-22T14:37:39.003Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-109,-8,-81,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,27,-59,3,43.30077159,12.34324269,3.79,8.17,30.7,296.21,"2025-03-22T14:37:52.019Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-94,-9,-59,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,24,-65,3,43.30122999,12.34309327,3.79,9.37,323.7,296.34,"2025-03-22T14:37:58.009Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-94,-8,-65,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,24,-65,3,43.30150719,12.34259839,3.79,6.57,303.1,296.67,"2025-03-22T14:38:04.001Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-94,-8,-65,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,17,-79,3,43.30196998,12.34279976,3.79,10.25,36.6,296.51,"2025-03-22T14:38:14.001Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-107,-8,-79,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,19,-75,4,43.30223352,12.34322844,3.79,3.73,118.8,296.62,"2025-03-22T14:38:24.023Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-109,-10,-75,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,19,-75,4,43.30194664,12.34380910,3.79,12.57,126,298.18,"2025-03-22T14:38:30.014Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-109,-10,-75,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,27,-59,3,43.30168288,12.34431742,3.79,13.72,124.6,299.14,"2025-03-22T14:38:34.012Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-86,-8,-59,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,27,-59,3,43.30138947,12.34486353,3.79,14.31,126.3,300.13,"2025-03-22T14:38:38.023Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-86,-8,-59,3,,,,,,,,,,,,,,,3025
222,10,33020,14860339,58048,51,252,27,-59,3,43.30106970,12.34544188,3.79,15.43,128.4,299.07,"2025-03-22T14:38:42.015Z",LTE,false,"2025-03-20T18:27:43.471Z","OnePlus AC2003",-86,-8,-59,3,,,,,,,,,,,,,,,3025
