mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,10,33020,14860319,58048,31,140,27,-59,3,43.30127757,12.33941828,9.37,11.03,305.1,307.3,"2025-03-22T11:00:25.117Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-90,-9,-59,16,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,27,-59,3,43.30154694,12.33896928,5.63,12.06,307.3,299.18,"2025-03-22T11:00:27.993Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-90,-9,-59,16,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,27,-59,3,43.30188634,12.33844398,3.79,11.38,308.3,297.88,"2025-03-22T11:00:32.323Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-90,-9,-59,16,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,28,-57,4,43.30214269,12.33800723,4.23,10.65,306.7,298.37,"2025-03-22T11:00:36.327Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-101,-17,-57,3,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,28,-57,4,43.30252250,12.33766463,3.79,7.2,18,295.45,"2025-03-22T11:00:44.344Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-101,-17,-57,3,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,28,-57,4,43.30285926,12.33802308,3.79,11.55,41.2,298.72,"2025-03-22T11:00:49.353Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-101,-17,-57,3,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,28,-57,4,43.30323737,12.33846603,3.79,10.4,41.1,299.96,"2025-03-22T11:00:54.340Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-101,-17,-57,3,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,22,-69,4,43.30357885,12.33890854,3.79,10.25,42.5,299.14,"2025-03-22T11:00:59.349Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-104,-12,-69,3,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,18,-77,,43.30392623,12.33922324,3.79,2.36,323.5,303.42,"2025-03-22T11:01:12.352Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-111,-14,-77,3,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,18,-77,5,43.30430451,12.33899201,9.94,1.64,312.7,300.55,"2025-03-22T11:01:34.345Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-115,-14,-77,3,,,,,,,,,,,,,,,1850
222,10,33020,14988576,58549,32,184,18,-77,6,43.30429287,12.33898406,9.94,1.87,131.3,300.78,"2025-03-22T11:01:55.466Z",LTE,false,"2025-03-20T18:34:04.832Z","OnePlus AC2003",-112,-13,-77,,,,,,,,,,,,,,,,1850
222,10,33020,14860349,58048,61,252,12,-89,,43.30423028,12.33902173,19.51,0.61,232.6,302,"2025-03-22T11:02:15.373Z",LTE,false,"2025-03-22T11:02:15.373Z","OnePlus AC2003",-121,-13,-89,,,,,,,,,,,,,,,,9460
222,10,33020,14860349,58048,61,252,15,-83,5,43.30379088,12.33931334,27.42,0.75,131.4,310.71,"2025-03-22T11:10:57.346Z",LTE,false,"2025-03-22T11:02:15.373Z","OnePlus AC2003",-115,-14,-83,,,,,,,,,,,,,,,,9460
222,10,33020,14860349,58048,61,252,13,-87,5,43.30414684,12.33899762,32.81,1.12,339.4,288.1,"2025-03-22T11:14:15.351Z",LTE,false,"2025-03-22T11:02:15.373Z","OnePlus AC2003",-120,-14,-87,,,,,,,,,,,,,,,,9460
222,10,33020,14988576,58549,32,184,18,-77,,43.30436570,12.33901421,3.79,0,0,301.54,"2025-03-22T11:21:22.474Z",LTE,false,"2025-03-20T18:34:04.832Z","OnePlus AC2003",-112,-14,-77,,,,,,,,,,,,,,,,1850
222,10,33020,14988576,58549,32,184,20,-73,6,43.30405011,12.33863686,10,2.67,222.9,295.71,"2025-03-22T11:22:05.349Z",LTE,false,"2025-03-20T18:34:04.832Z","OnePlus AC2003",-116,-18,-73,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,20,-73,,43.30389562,12.33875050,9.94,3.17,130.7,299.34,"2025-03-22T11:22:12.972Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-109,-13,-73,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,19,-75,5,43.30346136,12.33869047,9.94,4.9,224.5,301.27,"2025-03-22T11:22:36.347Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-107,-11,-75,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,19,-75,5,43.30313118,12.33827731,9.94,10.68,221.8,302.16,"2025-03-22T11:22:42.348Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-107,-11,-75,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,19,-75,5,43.30275453,12.33782554,9.94,10.78,221.5,302.23,"2025-03-22T11:22:47.350Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-107,-11,-75,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,22,-69,,43.30243604,12.33734032,9.94,7.93,206.8,299.3,"2025-03-22T11:22:54.333Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-103,-14,-69,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,22,-69,,43.30207792,12.33697899,9.94,11.38,221.6,299.49,"2025-03-22T11:22:59.344Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-103,-14,-69,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,22,-69,,43.30168851,12.33655399,9.94,11.47,218.7,299.99,"2025-03-22T11:23:04.347Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-103,-14,-69,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,22,-69,,43.30135900,12.33614671,9.94,12.73,221.6,295.76,"2025-03-22T11:23:08.345Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-103,-14,-69,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,21,-71,4,43.30107819,12.33567359,10.19,7.42,235.4,296.54,"2025-03-22T11:23:13.355Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-108,-14,-71,,,,,,,,,,,,,,,,1850
222,10,33020,14860319,58048,31,140,21,-71,4,43.30062100,12.33541943,9.94,10.92,197.6,297.02,"2025-03-22T11:23:19.350Z",LTE,false,"2025-03-20T15:43:47.030Z","OnePlus AC2003",-108,-14,-71,,,,,,,,,,,,,,,,1850
222,10,33020,14860321,58048,33,139,25,-63,3,43.30031298,12.33528792,9.94,11.84,197.8,294.78,"2025-03-22T11:23:22.981Z",LTE,false,"2025-03-22T11:23:22.981Z","OnePlus AC2003",-91,-7,-63,,,,,,,,,,,,,,,,1850
222,10,33020,14860321,58048,33,139,25,-63,3,43.29987762,12.33508305,9.94,12.56,198.4,295.08,"2025-03-22T11:23:26.349Z",LTE,false,"2025-03-22T11:23:22.981Z","OnePlus AC2003",-91,-7,-63,,,,,,,,,,,,,,,,1850
222,10,33020,14860321,58048,33,139,25,-63,3,43.29944307,12.33489101,9.94,6.24,212.2,293.6,"2025-03-22T11:23:31.349Z",LTE,false,"2025-03-22T11:23:22.981Z","OnePlus AC2003",-91,-7,-63,,,,,,,,,,,,,,,,1850
222,10,33020,14860321,58048,33,139,25,-63,3,43.29969304,12.33437222,9.97,8.56,328,293.7,"2025-03-22T11:23:42.350Z",LTE,false,"2025-03-22T11:23:22.981Z","OnePlus AC2003",-91,-7,-63,,,,,,,,,,,,,,,,1850
222,10,33020,14860321,58048,33,139,26,-61,3,43.30006782,12.33405035,9.94,8.08,309.6,294.07,"2025-03-22T11:23:49.349Z",LTE,false,"2025-03-22T11:23:22.981Z","OnePlus AC2003",-93,-10,-61,,,,,,,,,,,,,,,,1850
222,10,33020,14860341,58048,53,254,22,-69,,43.30026841,12.33383199,9.94,10.3,325.3,294.53,"2025-03-22T11:23:52.961Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-8,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,22,-69,,43.30061187,12.33345327,9.94,10.92,305.2,293.36,"2025-03-22T11:23:57.357Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-8,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,22,-69,,43.30089567,12.33286353,9.94,12.16,303.3,293.28,"2025-03-22T11:24:02.353Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-8,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,22,-69,,43.30112010,12.33238727,9.94,10.94,302.2,294.1,"2025-03-22T11:24:06.348Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-8,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,22,-69,,43.30138503,12.33185194,9.94,11.08,310.4,293.8,"2025-03-22T11:24:11.353Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-8,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,22,-69,,43.30166690,12.33144413,9.94,11.48,316.4,294.75,"2025-03-22T11:24:15.334Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-9,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,22,-69,,43.30193722,12.33102038,3.81,10.95,305.4,294.04,"2025-03-22T11:24:19.341Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-97,-9,-69,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,19,-75,6,43.30215795,12.33040122,3.79,10.82,296.9,292.73,"2025-03-22T11:24:24.324Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-102,-10,-75,,,,,,,,,,,,,,,,3025
222,10,33020,14860341,58048,53,254,19,-75,6,43.30236147,12.32984017,3.79,9.42,296.4,291.69,"2025-03-22T11:24:29.338Z",LTE,false,"2025-03-22T11:23:52.961Z","OnePlus AC2003",-102,-10,-75,,,,,,,,,,,,,,,,3025
222,10,33020,14988596,58549,52,467,15,-83,3,43.30248425,12.32956968,3.79,7.83,306.4,292.34,"2025-03-22T11:24:32.944Z",LTE,false,"2025-03-20T18:32:34.969Z","OnePlus AC2003",-110,-8,-83,15,,,,,,,,,,,,,,,3025
222,10,33020,14988596,58549,52,467,15,-83,3,43.30287273,12.32918573,3.79,9.1,326.7,292.15,"2025-03-22T11:24:38.330Z",LTE,false,"2025-03-20T18:32:34.969Z","OnePlus AC2003",-110,-8,-83,15,,,,,,,,,,,,,,,3025
222,10,33020,14988596,58549,52,467,18,-77,2,43.30322269,12.32883884,3.79,9.84,323.4,292.53,"2025-03-22T11:24:43.332Z",LTE,false,"2025-03-20T18:32:34.969Z","OnePlus AC2003",-106,-8,-77,10,,,,,,,,,,,,,,,3025
