mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,1,20301,205091901,801140,61,328,22,-69,,43.06377760,12.62266377,9.65,0,0,417.69,"2025-03-27T15:23:08.483Z",LTE,false,"2025-03-27T11:05:21.654Z","Xiaomi Redmi Note 7",-105,-18,-69,,,,,,,,,,,,,,,,6300
222,1,20301,204852032,800203,64,181,18,-77,,43.06365462,12.62273184,18.22,0,0,417.71,"2025-03-27T15:23:40.457Z",LTE,false,"2025-03-24T17:01:34.770Z","Xiaomi Redmi Note 7",-107,-14,-77,,,,,,,,,,,,,,,,6300
222,1,25306,35605,,,,7,-99,7,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:25:23.029Z",GSM,false,"2025-03-27T11:09:02.882Z","Xiaomi Redmi Note 7",,,-99,,,,,,,,,,,,,,,,10
222,1,25306,20696,,,,6,-101,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:25:23.029Z",GSM,true,"2025-03-20T11:40:44.212Z","Xiaomi Redmi Note 7",,,-101,,,,,,,,,,,,,,,,1021
222,1,25306,35606,,,,6,-101,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:25:23.029Z",GSM,true,"2025-03-20T14:14:58.499Z","Xiaomi Redmi Note 7",,,-101,,,,,,,,,,,,,,,,1011
222,1,20102,205983549,804623,61,312,17,-79,114,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:38:59.634Z",LTE,false,"2025-03-27T15:38:59.634Z","Xiaomi Redmi Note 7",-117,-20,-79,,,,,,,,,,,,,,,,6300
222,1,20301,205091902,801140,62,337,17,-79,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:39:19.631Z",LTE,false,"2025-03-20T15:01:36.057Z","Xiaomi Redmi Note 7",-113,-17,-79,,,,,,,,,,,,,,,,6300
222,1,25306,35605,,,,6,-101,7,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:43:09.637Z",GSM,false,"2025-03-27T11:09:02.882Z","Xiaomi Redmi Note 7",,,-101,,,,,,,,,,,,,,,,10
222,1,20301,205091882,801140,42,306,14,-85,28,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:45:16.087Z",LTE,false,"2025-03-20T13:00:28.925Z","Xiaomi Redmi Note 7",-126,-17,-85,,,,,,,,,,,,,,,,1350
222,1,20301,205091901,801140,61,328,17,-79,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:45:28.476Z",LTE,false,"2025-03-27T11:05:21.654Z","Xiaomi Redmi Note 7",-116,-17,-79,,,,,,,,,,,,,,,,6300
222,1,20301,204852032,800203,64,181,17,-79,42,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:45:51.558Z",LTE,false,"2025-03-24T17:01:34.770Z","Xiaomi Redmi Note 7",-119,-20,-79,,,,,,,,,,,,,,,,6300
222,1,20301,205163837,801421,61,200,17,-79,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:46:24.986Z",LTE,false,"2025-03-20T13:05:18.586Z","Xiaomi Redmi Note 7",-117,-20,-79,,,,,,,,,,,,,,,,6300
222,1,20301,205091901,801140,61,328,17,-79,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:46:44.982Z",LTE,false,"2025-03-27T11:05:21.654Z","Xiaomi Redmi Note 7",-117,-18,-79,,,,,,,,,,,,,,,,6300
222,1,20301,53431101,208715,61,405,17,-79,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:46:55.008Z",LTE,false,"2025-03-23T15:35:01.282Z","Xiaomi Redmi Note 7",-116,-19,-79,,,,,,,,,,,,,,,,6300
222,1,20301,205091901,801140,61,328,17,-79,,43.06371176,12.62265268,23.58,0.24,294.7,405.73,"2025-03-27T15:47:14.986Z",LTE,false,"2025-03-27T11:05:21.654Z","Xiaomi Redmi Note 7",-116,-17,-79,,,,,,,,,,,,,,,,6300
