mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,1,20301,204852009,800203,41,397,17,-79,,43.06324882,12.55104787,22.51,0.65,185.3,254.18,"2025-03-23T11:05:14.352Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-110,-11,-79,10,,,,,,,,,,,,,,,1350
222,1,25306,35362,,,,9,-95,,43.06320068,12.55122017,31.09,0.25,350.7,255.22,"2025-03-23T11:06:09.367Z",GSM,false,"2025-03-20T11:41:07.214Z","Xiaomi Redmi Note 7",,,-95,,,,,,,,,,,,,,,,2
222,1,25306,340,,,,8,-97,,43.06320068,12.55122017,31.09,0.25,350.7,255.22,"2025-03-23T11:06:09.367Z",GSM,true,"2025-03-20T11:40:44.212Z","Xiaomi Redmi Note 7",,,-97,,,,,,,,,,,,,,,,1016
222,1,25306,36649,,,,8,-97,,43.06320068,12.55122017,31.09,0.25,350.7,255.22,"2025-03-23T11:06:09.367Z",GSM,true,"2025-03-20T11:40:44.212Z","Xiaomi Redmi Note 7",,,-97,,,,,,,,,,,,,,,,18
222,1,20301,204852029,800203,61,36,15,-83,6,43.06320068,12.55122017,31.09,0.25,350.7,255.22,"2025-03-23T11:06:19.406Z",LTE,false,"2025-03-19T17:44:17.329Z","Xiaomi Redmi Note 7",-115,-14,-83,,,,,,,,,,,,,,,,6300
222,1,20301,204852029,800203,61,36,15,-83,6,43.06271292,12.55090298,18.22,0.81,193.1,254.06,"2025-03-23T11:06:22.332Z",LTE,false,"2025-03-19T17:44:17.329Z","Xiaomi Redmi Note 7",-115,-14,-83,,,,,,,,,,,,,,,,6300
222,1,20301,204852009,800203,41,397,13,-87,5,43.06274790,12.55090734,20.37,0,0,254.67,"2025-03-23T11:06:39.427Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-125,-15,-87,-14,,,,,,,,,,,,,,,1350
222,1,20301,204852029,800203,61,36,15,-83,,43.06272450,12.55087468,30.02,0,0,254.1,"2025-03-23T11:07:19.425Z",LTE,false,"2025-03-19T17:44:17.329Z","Xiaomi Redmi Note 7",-115,-14,-83,,,,,,,,,,,,,,,,6300
222,1,20301,204852009,800203,41,397,16,-81,6,43.06272491,12.55085609,33.23,0.8,164.7,254.4,"2025-03-23T11:07:39.372Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-114,-10,-81,-14,,,,,,,,,,,,,,,1350
222,1,20301,204852029,800203,61,36,13,-87,,43.06268964,12.55092000,34.3,0.84,115.4,253.82,"2025-03-23T11:07:49.408Z",LTE,false,"2025-03-19T17:44:17.329Z","Xiaomi Redmi Note 7",-118,-13,-87,,,,,,,,,,,,,,,,6300
222,1,20301,53431071,208715,31,489,14,-85,9,43.06265760,12.55096609,34.3,0,0,250.85,"2025-03-23T11:07:59.424Z",LTE,false,"2025-03-19T17:51:43.988Z","Xiaomi Redmi Note 7",-118,-13,-85,,,,,,,,,,,,,,,,275
222,1,20301,204852009,800203,41,397,18,-77,5,43.06274374,12.55091175,5.36,0,0,252.18,"2025-03-23T11:08:19.425Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-110,-14,-77,-14,,,,,,,,,,,,,,,1350
