mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,1,20301,204852029,800203,61,36,19,-75,,43.06281376,12.55095517,17.15,0,0,256.99,"2025-04-04T07:14:06.315Z",LTE,false,"2025-03-19T17:44:17.329Z","Xiaomi Redmi Note 7",-111,-15,-75,6,,,,,,,,,,,,,,,6300
222,1,20301,204852009,800203,41,397,20,-73,,43.06283258,12.55111011,10.72,0.71,343.8,252.9,"2025-04-04T07:14:24.234Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-107,-11,-73,,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,21,-71,5,43.06321426,12.55140418,9.65,3.95,54.4,244.57,"2025-04-04T07:15:04.028Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-102,-10,-71,,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,24,-65,5,43.06357655,12.55094852,10.72,7.66,294.1,243.44,"2025-04-04T07:15:16.978Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-95,-10,-65,3,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,24,-65,5,43.06377914,12.55043475,6.43,6.61,291.7,242.45,"2025-04-04T07:15:23.977Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-95,-10,-65,3,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,24,-65,5,43.06391798,12.54990132,9.65,8.79,288.3,243.2,"2025-04-04T07:15:29.984Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-95,-10,-65,15,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,24,-65,5,43.06404954,12.54927708,9.65,8.65,277.7,244.22,"2025-04-04T07:15:35.987Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-95,-10,-65,15,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,23,-67,,43.06413788,12.54871528,9.65,5.87,286.8,244.04,"2025-04-04T07:15:41.984Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-100,-10,-67,15,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,23,-67,5,43.06460176,12.54867251,9.65,7.23,15.6,239.56,"2025-04-04T07:16:09.987Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-100,-13,-67,15,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,23,-67,5,43.06501667,12.54878139,9.65,6.99,8.6,239.8,"2025-04-04T07:16:15.993Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-100,-13,-67,15,,,,,,,,,,,,,,,1350
