lat,lon,mcc,mnc,sid,lac,tac,nid,cellid,bid,psc,pci,signal,ta,measured_at,rating,speed,direction,act,devn
43.06265601,12.55061594,222,1,,,20301,,53431081,,,181,15,10,"2025-04-08 15:44:30.824Z",23,0,0,LTE,"Xiaomi Redmi Note 7"
43.06251173,12.55080909,222,1,,,20301,,204852009,,,397,19,,"2025-04-08 15:44:35.064Z",9,6,200,LTE,"Xiaomi Redmi Note 7"
43.06207864,12.55063561,222,1,,,20301,,204852009,,,397,19,,"2025-04-08 15:44:41.786Z",6,4,201,LTE,"Xiaomi Redmi Note 7"
43.06215263,12.55011164,222,1,,,20301,,205091874,,,101,17,,"2025-04-08 15:44:55.061Z",4,2,273,LTE,"Xiaomi Redmi Note 7"
43.06189756,12.55082541,222,1,,,20301,,205091874,,,101,17,,"2025-04-08 15:45:07.768Z",9,8,106,LTE,"Xiaomi Redmi Note 7"
43.06173727,12.55141814,222,1,,,20301,,205091874,,,101,17,,"2025-04-08 15:45:13.779Z",9,8,114,LTE,"Xiaomi Redmi Note 7"
43.06170942,12.55153069,222,1,,,20301,,204852009,,,397,28,4,"2025-04-08 15:45:15.002Z",9,8,114,LTE,"Xiaomi Redmi Note 7"
43.06151575,12.55209125,222,1,,,20301,,204852009,,,397,28,4,"2025-04-08 15:45:20.783Z",8,8,109,LTE,"Xiaomi Redmi Note 7"
43.06133719,12.55261581,222,1,,,20301,,204852009,,,397,28,4,"2025-04-08 15:45:25.792Z",9,9,116,LTE,"Xiaomi Redmi Note 7"
43.06119586,12.55325248,222,1,,,20301,,204852009,,,397,28,4,"2025-04-08 15:45:31.791Z",12,8,114,LTE,"Xiaomi Redmi Note 7"
43.06101801,12.55376864,222,1,,,20301,,204852009,,,397,30,,"2025-04-08 15:45:37.786Z",19,8,122,LTE,"Xiaomi Redmi Note 7"
43.06058398,12.55368812,222,1,,,20301,,204852009,,,397,30,,"2025-04-08 15:45:43.785Z",15,9,200,LTE,"Xiaomi Redmi Note 7"
43.06018153,12.55348236,222,1,,,20301,,204852009,,,397,30,,"2025-04-08 15:45:48.788Z",10,8,204,LTE,"Xiaomi Redmi Note 7"
43.05973909,12.55327469,222,1,,,20301,,204852009,,,397,30,,"2025-04-08 15:45:54.782Z",8,9,198,LTE,"Xiaomi Redmi Note 7"
43.05939013,12.55298329,222,1,,,20301,,204852009,,,397,21,,"2025-04-08 15:45:59.762Z",10,8,229,LTE,"Xiaomi Redmi Note 7"
43.05933187,12.55243598,222,1,,,20301,,205091874,,,101,23,13,"2025-04-08 15:46:05.134Z",8,8,257,LTE,"Xiaomi Redmi Note 7"
43.05901604,12.55280135,222,1,,,20301,,205091874,,,101,23,13,"2025-04-08 15:46:13.787Z",6,9,75,LTE,"Xiaomi Redmi Note 7"
43.05899933,12.55342546,222,1,,,20301,,205091874,,,101,23,13,"2025-04-08 15:46:19.773Z",9,9,98,LTE,"Xiaomi Redmi Note 7"
43.05889057,12.55391256,222,1,,,20301,,204852009,,,397,26,,"2025-04-08 15:46:25.073Z",8,8,117,LTE,"Xiaomi Redmi Note 7"
43.05869133,12.55440693,222,1,,,20301,,204852009,,,397,26,,"2025-04-08 15:46:30.799Z",6,9,115,LTE,"Xiaomi Redmi Note 7"
43.05850419,12.55495136,222,1,,,20301,,204852009,,,397,18,,"2025-04-08 15:46:36.775Z",8,8,125,LTE,"Xiaomi Redmi Note 7"
43.05828660,12.55552807,222,1,,,20301,,204852009,,,397,18,,"2025-04-08 15:46:42.782Z",6,8,119,LTE,"Xiaomi Redmi Note 7"
43.05820011,12.55571091,222,1,,,20301,,53431071,,,489,24,,"2025-04-08 15:46:45.039Z",12,9,129,LTE,"Xiaomi Redmi Note 7"
43.05776673,12.55595026,222,1,,,20301,,53431071,,,489,24,,"2025-04-08 15:46:50.816Z",11,9,165,LTE,"Xiaomi Redmi Note 7"
43.05734597,12.55610870,222,1,,,20301,,53431071,,,489,24,,"2025-04-08 15:46:55.778Z",11,10,166,LTE,"Xiaomi Redmi Note 7"
43.05695864,12.55632564,222,1,,,20301,,53431071,,,489,24,,"2025-04-08 15:47:00.932Z",11,10,151,LTE,"Xiaomi Redmi Note 7"
43.05672419,12.55674501,222,1,,,20301,,53431081,,,181,25,5,"2025-04-08 15:47:06.031Z",11,9,128,LTE,"Xiaomi Redmi Note 7"
43.05651594,12.55734197,222,1,,,20301,,53431081,,,181,25,5,"2025-04-08 15:47:11.778Z",11,9,118,LTE,"Xiaomi Redmi Note 7"
43.05607363,12.55764373,222,1,,,20301,,53431081,,,181,28,,"2025-04-08 15:47:17.795Z",11,9,172,LTE,"Xiaomi Redmi Note 7"
43.05564462,12.55771900,222,1,,,20301,,53431081,,,181,28,,"2025-04-08 15:47:22.854Z",12,9,173,LTE,"Xiaomi Redmi Note 7"
43.05523665,12.55778851,222,1,,,20301,,53431081,,,181,28,,"2025-04-08 15:47:27.760Z",12,9,173,LTE,"Xiaomi Redmi Note 7"
43.05480468,12.55784482,222,1,,,20301,,53431081,,,181,28,,"2025-04-08 15:47:32.774Z",11,10,174,LTE,"Xiaomi Redmi Note 7"
43.05454481,12.55788396,222,1,,,20301,,53431071,,,489,25,3,"2025-04-08 15:47:36.167Z",12,10,176,LTE,"Xiaomi Redmi Note 7"
43.05407239,12.55787148,222,1,,,20301,,53431071,,,489,25,3,"2025-04-08 15:47:40.774Z",12,9,187,LTE,"Xiaomi Redmi Note 7"
