lat,lon,mcc,mnc,sid,lac,tac,nid,cellid,bid,psc,pci,signal,ta,measured_at,rating,speed,direction,act,devn
43.06281954,12.55096322,222,1,,25306,,,36649,,,,4,0,"2025-03-30 09:01:42.276Z",15,0,0,GSM,"Xiaomi Redmi Note 7"
43.06281956,12.55096330,222,1,,25306,,,35362,,,,3,,"2025-03-30 09:01:43.581Z",15,0,0,GSM,"Xiaomi Redmi Note 7"
43.06281956,12.55096330,222,1,,25306,,,340,,,,4,,"2025-03-30 09:01:43.581Z",15,0,0,GSM,"Xiaomi Redmi Note 7"
43.06281956,12.55096330,222,1,,25306,,,20687,,,,4,,"2025-03-30 09:01:43.581Z",15,0,0,GSM,"Xiaomi Redmi Note 7"
43.06281956,12.55096330,222,1,,25306,,,36649,,,,5,,"2025-03-30 09:01:43.581Z",15,0,0,GSM,"Xiaomi Redmi Note 7"
43.06281786,12.55095804,222,1,,,20301,,204852029,,,36,16,5,"2025-03-30 09:02:03.597Z",18,0,0,LTE,"Xiaomi Redmi Note 7"
43.06269645,12.55097734,222,1,,25306,,,36649,,,,7,0,"2025-03-30 09:03:38.869Z",5,0,0,GSM,"Xiaomi Redmi Note 7"
43.06269645,12.55097734,222,1,,25306,,,340,,,,5,,"2025-03-30 09:03:38.869Z",5,0,0,GSM,"Xiaomi Redmi Note 7"
43.06269645,12.55097734,222,1,,25306,,,35362,,,,4,,"2025-03-30 09:03:38.869Z",5,0,0,GSM,"Xiaomi Redmi Note 7"
43.06269645,12.55097734,222,1,,25306,,,20687,,,,4,,"2025-03-30 09:03:38.869Z",5,0,0,GSM,"Xiaomi Redmi Note 7"
43.06257490,12.55090664,222,1,,,20301,,53431081,,,181,20,10,"2025-03-30 09:03:44.577Z",8,6,200,LTE,"Xiaomi Redmi Note 7"
43.06217848,12.55063187,222,1,,,20301,,53431081,,,181,20,10,"2025-03-30 09:03:49.855Z",6,6,206,LTE,"Xiaomi Redmi Note 7"
43.06211297,12.55050582,222,1,,,20301,,204852009,,,397,29,5,"2025-03-30 09:03:54.606Z",6,5,246,LTE,"Xiaomi Redmi Note 7"
43.06233298,12.54993183,222,1,,,20301,,204852009,,,397,29,5,"2025-03-30 09:03:59.876Z",9,11,295,LTE,"Xiaomi Redmi Note 7"
43.06204011,12.55041151,222,1,,,20301,,204852009,,,397,28,4,"2025-03-30 09:04:10.853Z",4,7,108,LTE,"Xiaomi Redmi Note 7"
43.06192134,12.55100665,222,1,,,20301,,204852009,,,397,25,4,"2025-03-30 09:04:16.864Z",6,8,107,LTE,"Xiaomi Redmi Note 7"
43.06171789,12.55156589,222,1,,,20301,,204852009,,,397,25,4,"2025-03-30 09:04:22.869Z",8,8,116,LTE,"Xiaomi Redmi Note 7"
43.06150832,12.55204652,222,1,,,20301,,204852009,,,397,23,5,"2025-03-30 09:04:55.868Z",10,2,79,LTE,"Xiaomi Redmi Note 7"
43.06138623,12.55260075,222,1,,,20301,,204852009,,,397,23,5,"2025-03-30 09:05:01.958Z",10,7,114,LTE,"Xiaomi Redmi Note 7"
43.06122134,12.55315910,222,1,,,20301,,204852009,,,397,30,,"2025-03-30 09:05:07.844Z",11,8,115,LTE,"Xiaomi Redmi Note 7"
43.06106582,12.55373454,222,1,,,20301,,204852009,,,397,30,,"2025-03-30 09:05:13.860Z",11,8,114,LTE,"Xiaomi Redmi Note 7"
43.06091289,12.55427713,222,1,,,20301,,204852009,,,397,30,,"2025-03-30 09:05:18.857Z",10,9,110,LTE,"Xiaomi Redmi Note 7"
43.06076545,12.55482450,222,1,,,20301,,204852009,,,397,30,,"2025-03-30 09:05:23.922Z",11,9,110,LTE,"Xiaomi Redmi Note 7"
43.06068436,12.55539264,222,1,,,20301,,204852009,,,397,23,,"2025-03-30 09:05:28.951Z",12,9,103,LTE,"Xiaomi Redmi Note 7"
43.06056799,12.55593348,222,1,,,20301,,204852009,,,397,23,,"2025-03-30 09:05:33.858Z",11,9,100,LTE,"Xiaomi Redmi Note 7"
43.06049295,12.55636754,222,1,,,20301,,205091884,,,58,21,12,"2025-03-30 09:05:38.394Z",10,9,104,LTE,"Xiaomi Redmi Note 7"
43.06036935,12.55711460,222,1,,,20301,,205091884,,,58,21,12,"2025-03-30 09:05:44.861Z",11,9,101,LTE,"Xiaomi Redmi Note 7"
43.06038638,12.55745700,222,1,,,20301,,205091874,,,101,23,,"2025-03-30 09:05:48.834Z",10,9,93,LTE,"Xiaomi Redmi Note 7"
43.06047501,12.55800206,222,1,,,20301,,205091874,,,101,23,,"2025-03-30 09:05:53.050Z",10,9,74,LTE,"Xiaomi Redmi Note 7"
43.06065718,12.55859087,222,1,,,20301,,205091874,,,101,23,,"2025-03-30 09:05:58.868Z",10,9,66,LTE,"Xiaomi Redmi Note 7"
43.06083604,12.55910290,222,1,,,20301,,205091874,,,101,23,,"2025-03-30 09:06:03.858Z",10,9,66,LTE,"Xiaomi Redmi Note 7"
43.06103434,12.55962773,222,1,,,20301,,205091874,,,101,27,10,"2025-03-30 09:06:08.874Z",10,9,65,LTE,"Xiaomi Redmi Note 7"
43.06133571,12.56014614,222,1,,,20301,,205091874,,,101,27,10,"2025-03-30 09:06:14.864Z",10,9,44,LTE,"Xiaomi Redmi Note 7"
43.06151489,12.56034011,222,1,,,20301,,53431071,,,489,31,7,"2025-03-30 09:06:18.221Z",10,8,45,LTE,"Xiaomi Redmi Note 7"
43.06186577,12.56072020,222,1,,,20301,,53431071,,,489,31,7,"2025-03-30 09:06:23.881Z",10,9,28,LTE,"Xiaomi Redmi Note 7"
43.06234683,12.56083226,222,1,,,20301,,53431071,,,489,31,7,"2025-03-30 09:06:29.871Z",10,9,27,LTE,"Xiaomi Redmi Note 7"
43.06275635,12.56111131,222,1,,,20301,,53431071,,,489,31,7,"2025-03-30 09:06:35.863Z",10,9,26,LTE,"Xiaomi Redmi Note 7"
43.06315510,12.56137885,222,1,,,20301,,53431071,,,489,26,8,"2025-03-30 09:06:41.961Z",10,9,25,LTE,"Xiaomi Redmi Note 7"
43.06356790,12.56166127,222,1,,,20301,,53431071,,,489,26,8,"2025-03-30 09:06:47.904Z",10,9,26,LTE,"Xiaomi Redmi Note 7"
43.06384820,12.56208141,222,1,,,20301,,53431071,,,489,27,,"2025-03-30 09:06:53.902Z",10,8,78,LTE,"Xiaomi Redmi Note 7"
43.06395094,12.56270936,222,1,,,20301,,53431071,,,489,27,,"2025-03-30 09:07:00.855Z",10,8,59,LTE,"Xiaomi Redmi Note 7"
43.06390855,12.56327959,222,1,,,20301,,53431071,,,489,27,,"2025-03-30 09:07:06.849Z",10,8,112,LTE,"Xiaomi Redmi Note 7"
43.06388217,12.56338399,222,1,,,20301,,53431101,,,405,23,,"2025-03-30 09:07:08.275Z",10,8,112,LTE,"Xiaomi Redmi Note 7"
43.06366680,12.56395619,222,1,,,20301,,53431101,,,405,23,,"2025-03-30 09:07:13.861Z",11,9,114,LTE,"Xiaomi Redmi Note 7"
43.06349085,12.56454185,222,1,,,20301,,53431101,,,405,23,,"2025-03-30 09:07:19.863Z",11,8,113,LTE,"Xiaomi Redmi Note 7"
43.06328589,12.56504737,222,1,,,20301,,53431101,,,405,23,,"2025-03-30 09:07:24.874Z",11,9,115,LTE,"Xiaomi Redmi Note 7"
43.06317261,12.56535880,222,1,,,20301,,205340971,,,3,22,,"2025-03-30 09:07:28.193Z",11,9,116,LTE,"Xiaomi Redmi Note 7"
43.06301594,12.56590180,222,1,,,20301,,205340971,,,3,22,,"2025-03-30 09:07:33.921Z",11,8,111,LTE,"Xiaomi Redmi Note 7"
43.06283976,12.56642069,222,1,,,20301,,205340971,,,3,22,,"2025-03-30 09:07:38.972Z",11,9,115,LTE,"Xiaomi Redmi Note 7"
43.06283976,12.56642069,222,1,,,20301,,205340961,,,86,19,,"2025-03-30 09:07:39.138Z",11,9,115,LTE,"Xiaomi Redmi Note 7"
43.06263840,12.56701926,222,1,,,20301,,205340961,,,86,19,,"2025-03-30 09:07:44.876Z",10,9,115,LTE,"Xiaomi Redmi Note 7"
43.06249410,12.56755188,222,1,,,20301,,205340961,,,86,19,,"2025-03-30 09:07:50.859Z",11,8,110,LTE,"Xiaomi Redmi Note 7"
