mcc,mnc,lac,cell_id,short_cell_id,rnc,psc,asu,dbm,ta,lat,lon,accuracy,speed,bearing,altitude,measured_at,net_type,neighboring,discovered_at,device,rsrp,rsrq,rssi,rssnr,cqi,rscp,csi_rsrp,csi_rsrq,csi_sinr,ss_rsrp,ss_rsrq,ss_sinr,cdma_dbm,cdma_ecio,evdo_dbm,evdo_ecio,evdo_snr,ec_no,arfcn
222,1,20301,204852029,800203,61,36,15,-83,,43.06279710,12.55095096,18.22,0,0,241.56,"2025-04-05T09:14:18.547Z",LTE,false,"2025-03-19T17:44:17.329Z","Xiaomi Redmi Note 7",-114,-13,-83,,,,,,,,,,,,,,,,6300
222,1,20301,204852009,800203,41,397,23,-67,,43.06275820,12.55111217,30.02,0,0,240.58,"2025-04-05T09:15:06.414Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-104,-15,-67,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,23,-67,,43.06233702,12.55088088,10.72,0.85,242.4,285.05,"2025-04-05T09:15:16.401Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-104,-15,-67,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,27,-59,4,43.06227762,12.54962485,11.79,9.27,285.5,257.17,"2025-04-05T09:15:28.415Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-93,-11,-59,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,27,-59,4,43.06240385,12.54906809,10.72,0,0,255.33,"2025-04-05T09:15:33.408Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-93,-11,-59,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,27,-59,4,43.06255736,12.54854582,9.65,8.95,293.3,254.94,"2025-04-05T09:15:38.397Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-93,-11,-59,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,,43.06269947,12.54800921,10.72,4.52,290.4,252.09,"2025-04-05T09:15:45.396Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-84,-13,-51,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,,43.06276596,12.54739803,8.58,6.94,251,255,"2025-04-05T09:15:54.416Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-84,-13,-51,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,31,-51,,43.06231733,12.54713883,11.79,10.98,216.8,253.27,"2025-04-05T09:16:01.422Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-84,-13,-51,-2,,,,,,,,,,,,,,,1350
222,1,20301,204852009,800203,41,397,25,-63,,43.06197933,12.54679323,18.22,11.62,216.7,255.17,"2025-04-05T09:16:05.414Z",LTE,false,"2025-03-19T17:29:45.323Z","Xiaomi Redmi Note 7",-93,-9,-63,-2,,,,,,,,,,,,,,,1350
